time_bin,region_id,hour,weekday,is_weekend,order_count,date,precipitation,temp_max,temp_min,snow,avg_wind,temperature
2014-05-01 03:00:00,4076_-7399,3,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4077_-7394,3,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4077_-7395,3,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4077_-7396,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4077_-7397,3,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4077_-7398,3,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4078_-7394,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4078_-7396,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4078_-7397,3,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4078_-7398,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4079_-7394,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4079_-7397,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4080_-7369,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4080_-7395,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4082_-7394,3,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4082_-7421,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4092_-7387,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4060_-7396,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4064_-7395,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4065_-7393,4,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4065_-7394,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4066_-7378,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4066_-7397,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4067_-7394,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4067_-7396,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4067_-7397,4,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4068_-7375,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4068_-7378,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4068_-7396,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4068_-7397,4,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4068_-7398,4,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4068_-7399,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4069_-7391,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4069_-7397,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4069_-7398,4,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4069_-7399,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4069_-7417,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4070_-7393,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4070_-7394,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4070_-7396,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4070_-7398,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4070_-7400,4,3,0,5,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4070_-7401,4,3,0,5,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4071_-7383,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4071_-7394,4,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4071_-7395,4,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 04:00:00,4071_-7396,4,3,0,2,2014-05-01,30,256,106,0,20,18.1
